Sr.No,Round,Institute,PG Program,Group,Category,Max GATE Score,Min GATE Score
7266,Special Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,Group 1,OPEN,366,366
7267,Special Round 1,"National Institute of Technology, Kurukshetra",Transportation Engineering,Group 1,SC,302,302
7268,Special Round 1,"National Institute of Technology, Rourkela",Transportation Engineering,Group 1,OBC-NCL,363,337
7269,Special Round 1,"National Institute of Technology, Rourkela",Transportation Engineering,Group 1,OPEN,389,370
7270,Special Round 1,"National Institute of Technology, Rourkela",Transportation Engineering,Group 1,SC,291,291
7271,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,SC,355,283
7272,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,ST,275,275
7273,Special Round 1,National Institute of Technology Patna,Transportation Engineering,Group 1,OBC-NCL,322,322
7274,Special Round 1,National Institute of Technology Patna,Transportation Engineering,Group 1,EWS,344,344
7275,Special Round 1,National Institute of Technology Patna,Transportation Engineering,Group 1,OPEN,351,351
7276,Special Round 1,National Institute of Technology Patna,Transportation Engineering,Group 1,SC,297,297
7277,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,OPEN,370,355
7278,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Transportation Engineering,Group 1,SC,292,292
7279,Special Round 1,National Institute of Technology Agartala,Transportation Engineering,Group 1,SC,287,287
7280,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,OBC-NCL,404,378
7281,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,EWS,397,333
7282,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Transportation Engineering,Group 1,OPEN,446,419
7283,Special Round 1,National Institute of Technology Patna,Thermal & Fluids Engineering,Group 1,OBC-NCL,327,327
7284,Special Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,OBC-NCL,412,385
7285,Special Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,EWS,374,363
7286,Special Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,OPEN,460,442
7287,Special Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,SC,355,355
7288,Special Round 1,"National Institute of Technology, Tiruchirappalli",Transportation Engineering & Management,Group 1,ST,268,268
7289,Special Round 1,Malaviya National Institute of Technology Jaipur,Thermal Engineering,Group 1,OPEN,406,366
7290,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,Group 1,OBC-NCL,321,321
7291,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Thermal Engineering,Group 1,EWS,314,314
7292,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,Group 1,OBC-NCL,432,397
7293,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,Group 1,EWS,362,362
7294,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,Group 1,OPEN,508,483
7295,Special Round 1,"National Institute of Technology, Silchar",Thermal Engineering,Group 1,OBC-NCL,328,328
7296,Special Round 1,"National Institute of Technology, Warangal",Thermal Engineering,Group 1,OBC-NCL,449,387
7297,Special Round 1,"National Institute of Technology, Warangal",Thermal Engineering,Group 1,EWS,359,359
7298,Special Round 1,"National Institute of Technology, Warangal",Thermal Engineering,Group 1,OPEN,483,456
7299,Special Round 1,"National Institute of Technology, Warangal",Thermal Engineering,Group 1,SC,394,259
7300,Special Round 1,"National Institute of Technology Karnataka, Surathkal",Thermal Engineering,Group 1,SC,265,245
7301,Special Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,Group 1,OBC-NCL,355,338
7302,Special Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,Group 1,OPEN,450,385
7303,Special Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,Group 2,OPEN,353,352
7304,Special Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,Group 2,SC,273,273
7305,Special Round 1,"National Institute of Technology, Rourkela",Thermal Engineering,Group 3,SC,253,228
7306,Special Round 1,"National Institute of Technology, Kurukshetra",Power System,Group 1,OBC-NCL,322,322
7307,Special Round 1,"National Institute of Technology, Kurukshetra",Power System,Group 1,SC,334,301
7308,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,OBC-NCL,350,330
7309,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,OPEN,380,358
7310,Special Round 1,Motilal Nehru National Institute of Technology Allahabad,Power System,Group 1,SC,315,284
7311,Special Round 1,National Institute of Technology Durgapur,Power System,Group 1,EWS,326,326
7312,Special Round 1,National Institute of Technology Durgapur,Power System,Group 1,OPEN,370,354
7313,Special Round 1,National Institute of Technology Durgapur,Power System,Group 1,SC,275,275
7314,Special Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,OBC-NCL,448,444
7315,Special Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,EWS,428,409
7316,Special Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,OPEN,479,464
7317,Special Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,SC,311,300
7318,Special Round 1,National Institute of Technology Calicut,Telecommunication,Group 1,ST,272,272
7319,Special Round 1,"National Institute of Technology, Rourkela",Geo-technical Engineering,Group 1,OBC-NCL,359,322
7320,Special Round 1,"National Institute of Technology, Rourkela",Geo-technical Engineering,Group 1,OPEN,370,359
7321,Special Round 1,"National Institute of Technology, Rourkela",Geo-technical Engineering,Group 1,SC,264,264
7322,Special Round 1,"National Institute of Technology, Rourkela",Geo-technical Engineering,Group 1,ST,272,272
7323,Special Round 1,"National Institute of Technology, Srinagar",Geo-technical Engineering,Group 1,OPEN,374,355
7324,Special Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,Group 1,OBC-NCL,344,317
7325,Special Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,Group 1,OPEN,374,352
7326,Special Round 1,"National Institute of Technology, Warangal",Geo-technical Engineering,Group 1,SC,321,321
7327,Special Round 1,"National Institute of Technology, Srinagar",Transportation Engineering & Planning,Group 1,OPEN,412,370
7328,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,Group 1,OPEN,351,351
7329,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Transportation Engineering & Planning,Group 1,SC,260,247
7330,Special Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,OBC-NCL,494,432
7331,Special Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,EWS,435,383
7332,Special Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,OPEN,553,497
7333,Special Round 1,"National Institute of Technology, Tiruchirappalli",Thermal Power Engineering,Group 1,SC,314,277
7334,Special Round 1,National Institute of Technology Calicut,Thermal Sciences,Group 1,OPEN,428,362
7335,Special Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,OBC-NCL,370,328
7336,Special Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,OPEN,381,374
7337,Special Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,SC,264,262
7338,Special Round 1,National Institute of Technology Calicut,Traffic & Transportation Planning,Group 1,ST,264,264
7339,Special Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 1,OBC-NCL,400,378
7340,Special Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 2,OBC-NCL,356,322
7341,Special Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 1,EWS,350,350
7342,Special Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 1,OPEN,750,435
7343,Special Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 2,OPEN,429,366
7344,Special Round 1,Malaviya National Institute of Technology Jaipur,Urban Planning,Group 1,SC,181,181
7345,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,Group 1,OBC-NCL,322,282
7346,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,Group 1,OPEN,448,367
7347,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,Group 1,SC,299,271
7348,Special Round 1,"Visvesvaraya National Institute of Technology, Nagpur",Urban Planning,Group 2,ST,192,192
7349,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,Group 1,EWS,330,330
7350,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,Group 1,OPEN,497,350
7351,Special Round 1,Maulana Azad National Institute of Technology Bhopal,Urban Planning,Group 1,SC,311,232
7352,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,Group 1,OBC-NCL,329,329
7353,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,Group 1,OPEN,412,412
7354,Special Round 1,"Sardar Vallabhbhai National Institute of Technology, Surat",Urban Planning,Group 1,SC,249,249
7355,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Urban & Regional Planning,Group 1,OBC-NCL,356,356
7356,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Urban & Regional Planning,Group 1,OPEN,468,361
7357,Special Round 1,"Indian Institute of Engineering Science and Technology, Shibpur, District Howrah",Urban & Regional Planning,Group 1,SC,192,181
7358,Special Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (Communications System and Networks),Group 1,OBC-NCL,342,320
7359,Special Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (Communications System and Networks),Group 1,OPEN,385,354
7360,Special Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (Communications System and Networks),Group 1,SC,264,264
7361,Special Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),Group 1,OBC-NCL,424,405
7362,Special Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),Group 1,EWS,373,373
7363,Special Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),Group 1,OPEN,444,428
7364,Special Round 1,National Institute of Technology Hamirpur,Electronics & Communication Engineering (VLSI Design),Group 1,SC,323,315
7365,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,OBC-NCL,479,469
7366,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,EWS,456,456
7367,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,OPEN,526,495
7368,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Microelectronics,Group 1,SC,307,303
7369,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,Group 1,OBC-NCL,350,346
7370,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,Group 1,EWS,346,345
7371,Special Round 1,"Indian Institute of Information Technology, Allahabad",M.Tech. ECE with specialization in Communication Engineering,Group 1,OPEN,412,389
7372,Special Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics,Group 1,OBC-NCL,358,358
7373,Special Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics,Group 1,OPEN,385,385
7374,Special Round 1,"Indian Institute of Information Technology, Allahabad",Dual Degree M.Tech. –PhD in ECE with specialization in Microelectronics,Group 1,SC,290,290
7375,Special Round 1,"Indian Institute of Information Technology, Allahabad","M.Tech. IT with specialization in Machine Learning, Robotics and Human Computer Interaction Group",Group 1,OBC-NCL,592,572
